Rack	Pos	Barcode	Origin	Exp	Trt	comment	PopID	CrossNum	Indiv	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	HBoltHt2	HBoltHt3	HBoltHt4	HBoltHt5	HBoltHt6	HBoltHt7	FlrHeadCount	HarvNotes	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	LfCount1	LfLgth1	LfWdth1	comments	Note	BoltDate	FlwrDate	FlwrCol	FlwrNote	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	MsrHarvest	MassNotes	MsrHarvest3	Wilt	TotWilt	Yellow	Death	Float	BoltMsrDate	BoltCount1	MaxBoltHt1	OtherBoltHt1	BoltMsr	BoltCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BoltCount3	MaxBoltHt3	OtherBoltHt3
201	16	27	US001-4-7	inv	ass map	control		US001	4	7	32	27.1	6.5	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		1.1	4.175	2010-10-15	22	23.2	6.2	25	18.4	3.6							0.136	27.885	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202	16	29	CA001-9-26	inv	ass map	control		CA001	9	26	15	28.2	6.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.989	2010-10-15	10	24.5	5.7	11	17.4	3.9							0.181	29.038	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
203	16	30	CA001-8-13	inv	ass map	control		CA001	8	13	25	23.7	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.071	2010-10-15	15	17.8	4.1	15	18.1	5.3							0.104	20.162	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	16	31	CA001-9-24	inv	ass map	control		CA001	9	24	11	24.9	5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.14	2010-10-15	10	19.5	5.9	11	19.2	4.3							0.229	33.787	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	16	32	US002-3-12	inv	ass map	control		US002	3	12	12	25.7	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.041	2010-10-15	11	21.5	4.9	13	21.6	4.5							0.148	24.074	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
206	16	34	CA001-3-14	inv	ass map	control		CA001	3	14	25	23.3	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.2	3.334	2010-10-15	21	17.5	4.5	12	18.1	4.4							0.156	25.377	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
207	16	35	GR002-9-7	nat	ass map	control		GR002	9	7	2	17.9	3.7	y	1	33.5	33.5	NA	NA	NA	NA	NA	NA	55	FLR WHITE	0.9	4.328	2010-10-15	18	20.3	6	16	13.9	3.1			9/16/2010	10/15/2010	white		0.069	14.952	10/13/2010	80	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208	16	36	BG001-17-6	nat	ass map	control		BG001	17	6	21	21.1	3.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.95	3.2	2010-10-15	25	21	4.2	17	11.2	2.3							0.126	28.234	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209	16	38	CA001-17-4	inv	ass map	control		CA001	17	4	17	26.1	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.999	2010-10-15	15	23.1	5.6	11	16.2	3.8							0.204	25.257	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	16	40	CA001-17-12	inv	ass map	control		CA001	17	12	18	25.6	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.592	2010-10-15	12	20.2	4.7	20	16.8	3.9							0.133	21.477	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
211	16	41	US003-4-1	inv	ass map	control		US003	4	1	15	19.1	3.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	2.718	2010-10-15	14	19.7	4.6	14	20.2	3.8							0.151	19.045	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	16	43	US003-3-16	inv	ass map	control		US003	3	16	11	18.2	4	y	1	15.5	15.5	NA	NA	NA	NA	NA	NA	0		1	2.918	2010-10-15	11	17.6	4.1	12	19.6	3.6			10/8/2010				0.13	16.758	10/13/2010	80	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	16	45	US003-7-6	inv	ass map	control		US003	7	6	9	20.9	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.75	1.978	2010-10-15	8	20.5	4.3	11	20.6	3.4							0.094	NA	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	16	47	US003-7-3	inv	ass map	control		US003	7	3	15	22.7	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	2.538	2010-10-15	12	21.3	4.5	11	21.5	4.1							0.112	18.396	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	16	48	SERG-2-5	SK	array	dna		SERG	2	5	8	14.6	3.3	y	2	30	30	4	NA	NA	NA	NA	NA	26		0.5	2.258	2010-10-15	48	13.1	4.1	17	13.2	3.4			9/16/2010				NA	NA	10/13/2010	NA	NA	10/15/2010	NA	80						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	16	49	US003-3-7	inv	ass map	control		US003	3	7	18	18.2	4.6	y	1	12.5	12.5	NA	NA	NA	NA	NA	NA	0		0.9	3.373	2010-10-15	18	19.6	5.9	15	15.5	2.6			10/8/2010	10/13/2010	white		0.119	18.906	10/13/2010	80	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	16	50	CA001-17-11	inv	ass map	control		CA001	17	11	21	17.6	3.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.6	2.369	2010-10-15	13	12.9	3.6	12	13.2	3.9							0.109	15.221	10/13/2010	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218	17	1	CA001-9-27	inv	ass map	control		CA001	9	27	17	25	4.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.69	2010-10-20	13	24.6	4.5	13	16.7	14.2							0.244	31.216	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
219	17	3	CA001-10-6	inv	ass map	control		CA001	10	6	17	22.8	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.469	2010-10-20	13	23.9	3.5	9	161	4.2							0.312	30.633	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
220	17	5	CA001-5-22	inv	ass map	control		CA001	5	22	25	29.1	5.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	NA		0.9	3.259	2010-10-20	21	20.5	2.7	15	17.9	5							0.154	21.812	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
221	17	7	US003-9-1	inv	ass map	control		US003	9	1	0	0	0	y	1	46	46	NA	NA	NA	NA	NA	NA	110	WHTE FLRS	0.8	6.338	2010-10-20	21	20.9	4.9	17	21.2	5.2			9/16/2010	10/20/2010	white		0.08	31.554	9/28/2010	85	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
222	17	8	BG001-14-1	nat	ass map	control	BOLT NINEPONE	BG001	14	1	0	0	0	y	1	16	16	NA	NA	NA	NA	NA	NA	90	LIGHT PRPL FLRS	0.6	2.436	2010-10-20	9	12.7	3.4	16	12.9	3			8/27/2010	9/30/2010	light purple		NA	NA	NA	85	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	17	9	BG3-1-4	SK	ass map	control		BG3	1	4	5	21.5	4.3	y	1	38.7	38.7	NA	NA	NA	NA	NA	NA	18	LKS DFFSE LGHT BRCT	0.75	4.397	2010-10-20	12	16.4	2.1	14	16.5	3.7			9/10/2010			diffuse-like light bracts	0.147	21.222	9/28/2010	85	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	17	10	US002-2-1	inv	ass map	control		US002	2	1	16	19.5	4.3	y	1	25	25	NA	NA	NA	NA	NA	NA	4		0.9	3.297	2010-10-20	15	13.6	2.1	15	11.6	4			10/8/2010				0.175	22.326	9/28/2010	85	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	17	11	SERG-3-7	SK	ass map	control	BOLT TWENTY FOUR P EIGHT	SERG	3	7	1	12.2	4.3	y	3	25	25	6	7.5	NA	NA	NA	NA	77	PRPL FLRS	0.55	3.711	2010-10-20	6	12.4	3.2	11	13.2	4.7	BOLTED FOURTEEN POINT ZERO		7/24/2010	9/3/2010	purple		NA	NA	NA	85	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
226	17	12	US002-5-11	inv	ass map	control		US002	5	11	25	19.9	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.415	2010-10-20	23	21.1	3.6	18	12.7	4.2							0.147	31.831	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
227	17	14	CA001-12-2	inv	ass map	control		CA001	12	2	19	26.3	3.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.935	2010-10-20	10	27.4	4	8	15.9	2.8							0.237	33.118	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	17	15	CA001-7-10	inv	ass map	control		CA001	7	10	20	26.4	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.123	2010-10-20	15	23.7	4.8	11	21.8	5.5							0.281	29.33	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	17	16	US003-8-1	inv	ass map	control		US003	8	1	22	26.2	5.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	4.3	2010-10-20	13	30.6	7.6	10	12.9	4.3							0.281	41.098	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230	17	18	US003-11-4	inv	ass map	control		US003	11	4	20	28.9	7.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.138	2010-10-20	16	22.5	3.2	15	23.6	5.4							0.199	39.809	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	17	20	CA001-16-8	inv	ass map	control		CA001	16	8	16	26.7	5.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.7	3.353	2010-10-20	11	17.6	3.8	8	18	4.2							0.249	33.384	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	17	21	US003-14-7	inv	ass map	control		US003	14	7	19	22.5	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.342	2010-10-20	15	19	3.6	15	18.7	4.3							0.093	17.607	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
233	17	23	CA001-9-3	inv	ass map	control		CA001	9	3	18	30.7	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.433	2010-10-20	16	33.1	6.8	11	17.4	5.1							0.221	30.915	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	17	25	CA001-20-5	inv	ass map	control		CA001	20	5	23	29	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.374	2010-10-20	15	23	5.1	12	12.7	3.6							0.221	39.847	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	17	27	US003-11-11	inv	ass map	control		US003	11	11	20	30.3	7.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.472	2010-10-20	17	21.4	7.1	15	21.9	7.1							0.168	37.32	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236	17	29	SERG-2-4	SK	ass map	control		SERG	2	4	18	29.2	6.6	y	2	18.5	18.5	12	NA	NA	NA	NA	NA	9	FLR PRPL	2.7	4.135	2010-10-20	19	22.5	4.8	17	17.7	3.8			9/16/2010	10/8/2010	purple		0.125	11.119	9/28/2010	85	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
237	17	30	BG3-1-2	SK	ass map	control		BG3	1	2	14	25.5	5.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.968	2010-10-20	8	20	3.8	9	17.5	4.6							0.338	42.449	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	17	31	BG001-4-1	nat	ass map	control		BG001	4	1	4	14.7	4	y	1	28	28	NA	NA	NA	NA	NA	NA	12		0.8	2.209	2010-10-20	14	12	4.1	17	10.2	2.2			9/27/2010				0.059	19.48	9/28/2010	85	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
239	17	32	CA001-11-5	inv	ass map	control		CA001	11	5	22	22.5	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	4.092	2010-10-20	11	27.6	4.7	11	14.5	3.5							0.135	10.479	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
240	17	34	US003-3-2	inv	ass map	control		US003	3	2	25	25.7	4.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	4.547	2010-10-20	21	26.9	5.5	15	16.1	4.1							0.186	29.334	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	17	35	US003-4-2	inv	ass map	control		US003	4	2	22	27.3	6.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	4.03	2010-10-20	14	20.3	4.2	12	20.4	4.7							0.204	29.797	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	17	36	SERG-2-8	SK	ass map	control	BOLT TWO P FIVE	SERG	2	8	0	0	0	y	1	22	22	NA	NA	NA	NA	NA	NA	34	PRPL FLRS	0.5	2.788	2010-10-20	17	14.5	3.5	14	12.6	3.8			8/27/2010	9/30/2010	purple		NA	NA	NA	85	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
243	17	38	US002-3-13	inv	ass map	control		US002	3	13	19	26.2	7.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	4.703	2010-10-20	13	19.2	5.3	16	17.7	4.7							0.233	29.742	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
244	17	40	CA001-5-10	inv	ass map	control		CA001	5	10	27	21.7	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.2	4.276	2010-10-20	14	18.3	3.4	14	14.7	3.9							0.193	25.548	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	17	41	US003-11-13	inv	ass map	control		US003	11	13	30	16.5	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.95	3.841	2010-10-20	18	18.8	4.6	12	19.5	5							0.202	22.068	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
246	17	43	SERG-1-7	SK	array	dna		SERG	1	7	0	0	0	y	4	50.2	50.2	7.5	15	12.2	NA	NA	NA	115	FLR PRPL	0.6	4.779	2010-10-20	6	10.5	3	11	11.4	3.5	BOLTED FORTYSEVENPFIVE		7/24/2010	8/16/2010	purple		NA	NA	9/28/2010	NA	NA	10/20/2010	NA	85						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
247	17	45	US003-15-1	inv	ass map	control		US003	15	1	24	17.3	4.3	y	1	32	32	NA	NA	NA	NA	NA	NA	11		1.3	5.64	2010-10-20	19	18.2	4.7	26	18.9	5.6			9/27/2010				0.17	22.725	9/28/2010	85	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
248	17	47	SAND-1-8	SK	ass map	control		SAND	1	8	44	22.2	6.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	4.734	2010-10-20	25	21.7	5.9	31	21.9	6.9							0.11	14.808	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	17	49	US003-6-3	inv	ass map	control		US003	6	3	22	19.3	4.3	y	1	26.5	26.5	NA	NA	NA	NA	NA	NA	3		1.2	4.93	2010-10-20	21	17.4	4.9	25	17.4	4.9			10/8/2010				0.117	NA	9/28/2010	85	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250	17	50	CA001-20-1	inv	ass map	control		CA001	20	1	16	19.2	3.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.85	2.743	2010-10-20	13	14.7	3.8	12	14.2	3.9							0.084	NA	9/28/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	18	1	US003-3-19	inv	ass map	control		US003	3	19	13	21	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.21	2010-10-20	13	18.5	4.6	16	19.1	5.4							0.168	NA	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	18	3	BG001-5-2	nat	ass map	control		BG001	5	2	12	23.9	5.1	y	1	32.5	32.5	NA	NA	NA	NA	NA	NA	18		0.85	4.266	2010-10-20	19	13.7	4.5	16	10.6	3.2			9/30/2010				0.083	16.693	10/18/2010	85	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
253	18	5	CA001-9-11	inv	ass map	control		CA001	9	11	17	21.7	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	3.717	2010-10-20	12	19.5	4	12	17.4	3.9							0.145	23.941	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	18	7	US003-17-3	inv	ass map	control		US003	17	3	18	19.2	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.08	2010-10-20	18	16	5.2	14	15.5	4.2							0.101	15.383	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	18	8	CA001-3-1	inv	ass map	control		CA001	3	1	34	26.5	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.2	3.469	2010-10-20	19	22.7	3.4	10	21.2	5.3							0.114	22.95	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	18	9	CA001-15-7	inv	ass map	control		CA001	15	7	18	28.2	4.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.894	2010-10-20	16	17.5	3.7	13	15.5	3.9	BLOTCHY LEAVES						0.213	27.622	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	18	10	CA001-17-7	inv	ass map	control		CA001	17	7	9	26.6	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.75	2.254	2010-10-20	13	14.6	5.2	10	12.4	3.3							0.161	38.265	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	18	11	SERG-1-5	SK	array	dna	BLT 3.0	SERG	1	5	0	0	0	y	1	31	31	NA	NA	NA	NA	NA	NA	50	PRPL FLRS	0.5	4.657	2010-10-20	22	18.2	5.4	13	17.9	4.2			8/27/2010	9/30/2010	purple		NA	NA	NA	NA	NA	10/20/2010	NA	85						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	18	14	CA001-12-5	inv	ass map	control		CA001	12	5	14	26	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.165	2010-10-20	14	21.7	4.2	10	16	3.7							0.278	33.499	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
260	18	15	US003-3-8	inv	ass map	control		US003	3	8	31	21	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	3.895	2010-10-20	22	18.5	5.1	15	14.9	3.8							0.158	27.754	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	18	16	CA001-5-11	inv	ass map	control		CA001	5	11	32	27	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	5.681	2010-10-20	30	27.5	5.7	13	15.7	4.3							0.206	32.397	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	18	18	CA001-17-1	inv	ass map	control		CA001	17	1	19	25.2	6.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.304	2010-10-20	1	22.4	5	12	18.2	4.8							0.215	38.322	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	18	20	CA001-20-9	inv	ass map	control		CA001	20	9	20	24	4.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.9	3.933	2010-10-20	29	14	3.5	14	11.9	3.6							0.146	26.044	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	18	21	US003-9-4	inv	ass map	control		US003	9	4	15	24.5	6.9	y	1	1.1	1.1	NA	NA	NA	NA	NA	NA	NA		1.1	4.589	2010-10-20	15	22.1	6	12	22.5	5.6			10/20/2010				0.174	30.16	10/18/2010	85	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	18	23	US001-10-7	inv	ass map	control		US001	10	7	21	18	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	2.51	2010-10-20	10	20.6	35	9	20.3	3.1							0.191	33.105	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	18	25	TR001-9-11	nat	ass map	control		TR001	9	11	15	26.2	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.75	2.835	2010-10-20	13	20.5	5.3	13	19.9	4.8							0.196	26.84	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	18	27	US003-16-1	inv	ass map	control		US003	16	1	NA	NA	NA	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	6.136	2010-10-20	20	17.8	4	15	16.7	3.9			9/16/2010				0.185	27.298	10/18/2010	85	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	18	29	BG001-17-10	nat	ass map	control		BG001	17	10	23	25	4.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1.1	3.394	2010-10-20	27	21.2	5.4	19	10.3	3.1							0.103	15.924	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	18	30	BG3-1-3	SK	ass map	control		BG3	1	3	12	20.1	5.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.8	4.161	2010-10-20	15	15	5.5	11	3.6	4							0.252	37.406	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	18	32	CA001-5-3	inv	ass map	control		CA001	5	3	30	22.7	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		0.95	4.535	2010-10-20	21	18	3.7	10	16.4	4.4							0.227	28.227	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	18	34	CA001-3-19	inv	ass map	control		CA001	3	19	15	27.8	6.3	y	1	0.9	0.9	NA	NA	NA	NA	NA	NA	NA	CA001-5-3	0.9	3.907	2010-10-20	13	32.5	7.8	11	15.6	3.9							0.166	NA	10/18/2010	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
