PopID	CrossNum	Rack	Pos	Barcode	Origin	Exp	Trt	Indiv	LfCount1	LfLgth1	LfWdth1	comments	Yellow	Death	DeathDay	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	FlrHeadCount	CrownDiam.mm	ShootMass.g	MsrHarvest2	LfCount2	LfLgth2	LfWdth2	BoltDate	SLAmass.g	SLAarea	SLAdate	BoltDay	MsrHarvest3	comment	FlwrDate	FlwrCol	HBoltHt2	HarvNotes	HarvestDay	HBoltHt3	FlwrNote	sla	Crown.mmA	Mass.gA	Wilt	TotWilt	WiltDay	TotWiltDay	Float	YellowDay	FloatDay	Latitude	Longitude	lxw	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv
192	US002	5	9	40	US002-5-9	inv	mat fx	drought	9	25	15.2	3.8		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	46.1822666666667	-118.82615	57.76	22L	22	L	1M	1	M
193	US002	5	11	9	US002-5-5	inv	mat fx	nut def	5	19	16.2	3.1	NA	8/3/2010	NA	NA	23	16.3	3.9	n	NA	NA	NA	NA	0.9	1.645	2010-10-13	22	15.9	3.3		0.088	11.381	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	50.22	22L	22	L	1M	1	M
194	US002	5	15	11	US002-5-8	inv	ass map	control	8	20	15.4	4.7		NA	NA	NA	23	17.2	3.1	n	NA	NA	NA	NA	1.1	4.072	2010-10-21	21	15.5	3.4		0.134	21.695	10/18/2010	NA	NA				NA		86	NA	NA	161.902985074627	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	72.38	22L	22	L	1M	1	M
195	US002	5	9	5	US002-5-4	inv	mat fx	drought	4	15	13.5	4		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/29/2010	8/2/2010	2	6	NA	NA	NA	46.1822666666667	-118.82615	54	22L	22	L	1M	1	M
196	US002	5	17	12	US002-5-11	inv	ass map	control	11	18	12.7	4.2		NA	NA	NA	25	19.9	4.3	n	NA	NA	NA	NA	1	4.415	2010-10-20	23	21.1	3.6		0.147	31.831	9/28/2010	NA	NA				NA		85	NA	NA	216.537414965986	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	53.34	22L	22	L	1M	1	M
197	US002	6	7	40	US002-6-2	inv	mat fx	control	2	14	12	2.5	NA	NA	NA	NA	0	0	0	y	2	33.3	33.3	64	1	4.126	2010-10-21	11	15	2	9/16/2010	NA	NA	10/18/2010	51	NA				25.8		86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	30	24K	24	K	5K	5	K
198	US002	6	14	21	US002-6-5	inv	ass map	control	5	7	4.5	1.2	WTF	NA	NA	NA	15	23.2	4	n	NA	NA	NA	NA	0.7	1.517	2010-10-19	13	10.8	3		0.101	22.939	10/14/2010	NA	NA				NA		84	NA	NA	227.118811881188	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	5.4	24K	24	K	5K	5	K
199	US002	6	6	16	US002-6-4	inv	mat fx	control	4	15	15	3.4	NA	NA	NA	NA	23	24.1	6.1	n	NA	NA	NA	NA	1	5.091	2010-10-19	12	20.5	6.5		0.145	31.653	10/19/2010	NA	NA				NA		84	NA	NA	218.296551724138	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	51	24K	24	K	5K	5	K
200	US002	6	5	16	US002-6-3	inv	mat fx	allo	3	17	13.9	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3	0.84	NA	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615	43.09	24K	24	K	5K	5	K
201	US002	6	10	3	US002-6-1	inv	mat fx	flood	1	15	14	3.9		8/2/2010	8/13/2010	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	NA	46.1822666666667	-118.82615	54.6	24K	24	K	5K	5	K
202	US003	11	10	27	US003-11-2	inv	mat fx	flood	2	12	21.7	3.4		8/5/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8/9/2010	9	13	46.60415	-116.64175	73.78	28L	28	L	20K	20	K
203	US003	11	17	27	US003-11-11	inv	ass map	control	11	15	21.9	7.1		NA	NA	NA	20	30.3	7.2	n	NA	NA	NA	NA	1	4.472	2010-10-20	17	21.4	7.1		0.168	37.32	9/28/2010	NA	NA				NA		85	NA	NA	222.142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	155.49	28L	28	L	20K	20	K
204	US003	11	8	3	US003-11-1	inv	mat fx	cut	1	14	23.6	6.5	NA	NA	NA	NA	28	0	0	n	NA	NA	NA	NA	1	NA	2010-10-18	7	0	0		NA	NA	NA	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	153.4	28L	28	L	20K	20	K
205	US003	12	11	25	US003-12-3	inv	mat fx	nut def	3	18	17.6	1.6	NA	8/1/2010	NA	NA	32	17.3	5.9	n	NA	NA	NA	NA	1.2	3.653	2010-10-13	17	17.4	5.6		0.119	17.136	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	28.16	28L	28	L	27N	27	N
206	US003	13	5	12	US003-13-7	inv	mat fx	allo	7	14	21.5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.8	1.42	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	129	28L	28	L	6K	6	K
207	US003	13	20	10	US003-13-4	inv	ass map	control	4	12	15.8	5.3		NA	NA	NA	22	21.3	5.6	n	NA	NA	NA	NA	0.9	2.324	2010-10-21	14	15.4	4.1		0.126	23.244	10/15/2010	NA	NA				NA		86	NA	NA	184.47619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	83.74	28L	28	L	6K	6	K
208	US003	14	17	21	US003-14-7	inv	ass map	control	7	15	18.7	4.3		NA	NA	NA	19	22.5	5.1	n	NA	NA	NA	NA	1	3.342	2010-10-20	15	19	3.6		0.093	17.607	9/28/2010	NA	NA				NA		85	NA	NA	189.322580645161	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	80.41	28L	28	L	27M	27	M
209	US003	14	9	50	US003-14-8	inv	mat fx	drought	8	16	21.2	4.4		NA	8/3/2010	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/29/2010	1	2	NA	NA	NA	46.60415	-116.64175	93.28	28L	28	L	27M	27	M
210	US003	14	20	9	US003-14-9	inv	ass map	control	9	20	19.3	5.2		NA	NA	NA	28	25.6	5.2	n	NA	NA	NA	NA	1.2	2.944	2010-10-21	18	20.6	5.9		0.066	15.592	10/15/2010	NA	NA				NA		86	NA	NA	236.242424242424	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	100.36	28L	28	L	27M	27	M
211	US003	14	9	41	US003-14-3	inv	mat fx	drought	3	15	25.1	5.6		NA	8/2/2010	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/29/2010	1	2	NA	NA	NA	46.60415	-116.64175	140.56	28L	28	L	27M	27	M
212	US003	14	5	50	US003-14-6	inv	mat fx	allo	6	12	19	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	1.38	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	102.6	28L	28	L	27M	27	M
213	US003	15	10	12	US003-15-2	inv	mat fx	flood	2	30	18.6	5.4		8/1/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	NA	46.60415	-116.64175	100.44	19K	19	K	27N	27	N
214	US003	16	11	50	US003-16-10	inv	mat fx	nut def	10	17	18.6	4.7	NA	8/1/2010	NA	NA	22	17.3	4.8	n	NA	NA	NA	NA	0.9	2.125	2010-10-13	13	17.8	4.4		0.146	10.622	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	87.42	19K	19	K	20K	20	K
215	US003	16	8	20	US003-16-2	inv	mat fx	cut	2	27	18.7	4.9	NA	NA	NA	NA	90	0	0	n	NA	NA	NA	NA	28	NA	2010-10-18	34	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	91.63	19K	19	K	20K	20	K
216	US003	16	7	5	US003-16-11	inv	mat fx	control	11	14	18.4	4.1	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	NA	NA	3.445	2010-10-21	16	17.8	4.1		0.122	17.082	10/18/2010	NA	NA				NA		86	NA	NA	140.016393442623	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	75.44	19K	19	K	20K	20	K
217	US003	16	8	29	US003-16-14	inv	mat fx	cut	14	12	21	5.3	NA	NA	NA	NA	39	0	0	n	NA	NA	NA	NA	0.8	NA	2010-10-18	13	0	0		NA	NA	10/18/2010	NA	83	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	111.3	19K	19	K	20K	20	K
218	US003	16	18	27	US003-16-1	inv	ass map	control	1	15	16.7	3.9		NA	NA	NA	NA	NA	NA	n	NA	NA	NA	NA	NA	6.136	2010-10-20	20	17.8	4	9/16/2010	0.185	27.298	10/18/2010	51	NA				NA		85	NA	NA	147.556756756757	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	65.13	19K	19	K	20K	20	K
219	US003	2	7	32	US003-2-1	inv	mat fx	control	1	13	17.5	4.2	NA	NA	NA	NA	18	25	4.1	n	NA	NA	NA	NA	0.8	3.215	2010-10-21	15	21.3	7.2		0.148	21.693	10/18/2010	NA	NA				NA		86	NA	NA	146.574324324324	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	73.5	6K	6	K	20K	20	K
220	US003	3	19	50	US003-3-5	inv	ass map	control	5	15	16.2	4.2		NA	NA	NA	19	22.3	3.7	n	NA	NA	NA	NA	0.95	3.872	2010-10-21	12	16.1	4.3		0.137	18.9	10/14/2010	NA	NA				NA		86	NA	NA	137.956204379562	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	68.04	20K	20	K	27M	27	M
221	US003	3	6	10	US003-3-10	inv	mat fx	control	10	14	14.1	3.7	NA	NA	NA	NA	21	24.1	5	n	NA	NA	NA	NA	0.8	3.816	2010-10-19	18	15.1	3.8		0.125	20.214	10/19/2010	NA	NA				NA		84	NA	NA	161.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	52.17	20K	20	K	27M	27	M
222	US003	4	17	35	US003-4-2	inv	ass map	control	2	12	20.4	4.7		NA	NA	NA	22	27.3	6.3	n	NA	NA	NA	NA	0.85	4.03	2010-10-20	14	20.3	4.2		0.204	29.797	9/28/2010	NA	NA				NA		85	NA	NA	146.063725490196	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	95.88	20K	20	K	28L	28	L
223	US003	4	10	1	US003-4-3	inv	mat fx	flood	3	14	20	4.8		8/3/2010	8/9/2010	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		7	NA	46.60415	-116.64175	96	20K	20	K	28L	28	L
224	US003	5	11	10	US003-5-2	inv	mat fx	nut def	2	15	20.5	5.2	NA	8/1/2010	NA	NA	17	13.9	4	n	NA	NA	NA	NA	0.8	1.577	2010-10-13	17	20.5	5.4		0.095	10.742	10/13/2010	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	106.6	20K	20	K	19K	19	K
225	US003	7	7	10	US003-7-4	inv	mat fx	control	4	11	21.9	5.1	NA	NA	NA	NA	17	18	3.1	n	NA	NA	NA	NA	0.8	1.96	2010-10-21	7	21.3	3.1		0.132	13.089	10/18/2010	NA	NA				NA		86	NA	NA	99.1590909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	111.69	27M	27	M	28L	28	L
226	US003	8	6	50	US003-8-2	inv	mat fx	control	2	15	12.2	3.2	NA	NA	NA	NA	16	18.8	4.8	y	1	3	3	0	0.8	3.295	2010-10-19	18	13.2	4.8	10/8/2010	0.106	15.46	10/19/2010	73	NA				NA		84	NA	NA	145.849056603774	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	39.04	27M	27	M	19K	19	K
227	US003	8	9	10	US003-8-3	inv	mat fx	drought	3	10	13.7	4.1		NA	8/6/2010	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/28/2010	7/30/2010	1	3	NA	NA	NA	46.60415	-116.64175	56.17	27M	27	M	19K	19	K
228	US003	9	5	10	US003-9-2	inv	mat fx	allo	2	15	21.2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4	1.48	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	84.8	27M	27	M	20K	20	K
229	US003	9	12	49	US003-9-5	inv	ass map	control	5	12	23.9	5.2		NA	NA	NA	21	24.5	6	n	NA	NA	NA	NA	0.9	4.342	2010-10-19	12	23.4	3.6		0.178	28.747	9/28/2010	NA	NA				NA		84	NA	NA	161.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	124.28	27M	27	M	20K	20	K
230	US003	9	7	50	US003-9-7	inv	mat fx	control	7	23	18.6	4.9	NA	NA	NA	NA	14	16	4.1	n	NA	NA	NA	NA	1	2.035	2010-10-21	15	18.7	5.2		0.056	8.95	10/18/2010	NA	NA				NA		86	NA	NA	159.821428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.60415	-116.64175	91.14	27M	27	M	20K	20	K
