Rack	Pos	Barcode	PopID	CrossNum	Indiv	Origin	Exp	Trt	Wilt	TotWilt	Yellow	Death	Float	Note	BoltDate	FlwrDate	FlwrCol	FlwrNote	BoltMsrDate	BoltCount1	MaxBoltHt1	OtherBoltHt1	BoltMsr	BoltCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BoltCount3	MaxBoltHt3	OtherBoltHt3
SAND-1-4	11	43	SAND-1-4	SAND	1	4	SK	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-1-5	8	32	SAND-1-5	SAND	1	5	SK	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-1-6	7	21	SAND-1-6	SAND	1	6	SK	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-1-7	5	9	SAND-1-7	SAND	1	7	SK	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-1-8	17	47	SAND-1-8	SAND	1	8	SK	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-1-9	6	18	SAND-1-9	SAND	1	9	SK	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-1	9	45	SAND-2-1	SAND	2	1	SK	mat fx	drought	7/28/2010	7/30/2010		8/4/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-2	8	36	SAND-2-2	SAND	2	2	SK	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-3	5	14	SAND-2-3	SAND	2	3	SK	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-4	9	47	SAND-2-4	SAND	2	4	SK	mat fx	drought	7/28/2010	8/1/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-5	9	1	SAND-2-5	SAND	2	5	SK	mat fx	drought	7/28/2010	8/1/2010		8/2/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-6	10	47	SAND-2-6	SAND	2	6	SK	mat fx	flood			8/1/2010	8/13/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-2-7	8	9	SAND-2-7	SAND	2	7	SK	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-1	10	21	SAND-3-1	SAND	3	1	SK	mat fx	flood			8/2/2010	8/11/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-2	10	14	SAND-3-2	SAND	3	2	SK	mat fx	flood			8/1/2010	8/16/2010	8/16/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-3	7	34	SAND-3-3	SAND	3	3	SK	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-4	11	21	SAND-3-4	SAND	3	4	SK	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-5	7	41	SAND-3-5	SAND	3	5	SK	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAND-3-6	5	25	SAND-3-6	SAND	3	6	SK	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-1	19	15	SERG-1-1	SERG	1	1	SK	ass map	control						19-5?	8/9/2010	9/3/2010	light purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-2	23	41	SERG-1-2	SERG	1	2	SK	ass map	control							7/24/2010	9/3/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-3	14	43	SERG-1-3	SERG	1	3	SK	ass map	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-4	14	7	SERG-1-4	SERG	1	4	SK	ass map	control							8/7/2010	9/10/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-5	18	11	SERG-1-5	SERG	1	5	SK	array	dna							8/27/2010	9/30/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-6	20	15	SERG-1-6	SERG	1	6	SK	ass map	control							7/24/2010	9/3/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-1-7	17	43	SERG-1-7	SERG	1	7	SK	array	dna							7/24/2010	8/16/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-1	14	27	SERG-2-1	SERG	2	1	SK	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-2	23	16	SERG-2-2	SERG	2	2	SK	ass map	control							8/27/2010	9/30/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-3	22	16	SERG-2-3	SERG	2	3	SK	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-4	17	29	SERG-2-4	SERG	2	4	SK	ass map	control							9/16/2010	10/8/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-5	16	48	SERG-2-5	SERG	2	5	SK	array	dna							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-6	15	16	SERG-2-6	SERG	2	6	SK	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-7	23	27	SERG-2-7	SERG	2	7	SK	ass map	control							9/3/2010	9/30/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-8	17	36	SERG-2-8	SERG	2	8	SK	ass map	control							8/27/2010	9/30/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-2-9	22	38	SERG-2-9	SERG	2	9	SK	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-1	15	5	SERG-3-1	SERG	3	1	SK	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-10	23	38	SERG-3-10	SERG	3	10	SK	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-2	22	32	SERG-3-2	SERG	3	2	SK	ass map	control							9/30/2010	10/21/2010	light purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-3	20	12	SERG-3-3	SERG	3	3	SK	ass map	control							8/9/2010	9/3/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-4	18	45	SERG-3-4	SERG	3	4	SK	ass map	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-5	21	5	SERG-3-5	SERG	3	5	SK	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-6	21	8	SERG-3-6	SERG	3	6	SK	ass map	control							9/3/2010	9/10/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-7	17	11	SERG-3-7	SERG	3	7	SK	ass map	control							7/24/2010	9/3/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-8	14	5	SERG-3-8	SERG	3	8	SK	ass map	control							8/9/2010	9/3/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERG-3-9	12	1	SERG-3-9	SERG	3	9	SK	ass map	control							9/20/2010	10/19/2010	purple		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-10-1	1	18	TR001-10-1	TR001	10	1	nat	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-10-2	5	40	TR001-10-2	TR001	10	2	nat	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-10-3	11	16	TR001-10-3	TR001	10	3	nat	mat fx	nut def			8/7/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-10-4	8	21	TR001-10-4	TR001	10	4	nat	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-1-1	9	38	TR001-1-1	TR001	1	1	nat	mat fx	drought	7/29/2010	7/30/2010		8/4/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-2-1	8	47	TR001-2-1	TR001	2	1	nat	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-2-2	11	18	TR001-2-2	TR001	2	2	nat	mat fx	nut def			8/13/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-3-1	7	9	TR001-3-1	TR001	3	1	nat	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-3-2	9	29	TR001-3-2	TR001	3	2	nat	mat fx	drought	7/29/2010	8/2/2010		8/5/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-3-3	2	47	TR001-3-3	TR001	3	3	nat	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-5-1	11	5	TR001-5-1	TR001	5	1	nat	mat fx	nut def			8/3/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-5-2	1	47	TR001-5-2	TR001	5	2	nat	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-1	2	49	TR001-6-1	TR001	6	1	nat	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-2	5	20	TR001-6-2	TR001	6	2	nat	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-3	1	45	TR001-6-3	TR001	6	3	nat	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-4	3	40	TR001-6-4	TR001	6	4	nat	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-5	3	18	TR001-6-5	TR001	6	5	nat	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-6-7	8	23	TR001-6-7	TR001	6	7	nat	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-7-1	20	1	TR001-7-1	TR001	7	1	nat	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-8-1	10	18	TR001-8-1	TR001	8	1	nat	mat fx	flood			8/2/2010	8/9/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-1	1	7	TR001-9-1	TR001	9	1	nat	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-10	10	45	TR001-9-10	TR001	9	10	nat	mat fx	flood			8/2/2010	8/9/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-11	18	25	TR001-9-11	TR001	9	11	nat	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-12	2	36	TR001-9-12	TR001	9	12	nat	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-13	6	21	TR001-9-13	TR001	9	13	nat	mat fx	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-14	4	27	TR001-9-14	TR001	9	14	nat	array	drought 3							8/4/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-15	10	23	TR001-9-15	TR001	9	15	nat	mat fx	flood			8/7/2010	8/9/2010	8/7/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-16	3	29	TR001-9-16	TR001	9	16	nat	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-17	2	7	TR001-9-17	TR001	9	17	nat	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-18	7	3	TR001-9-18	TR001	9	18	nat	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-19	4	38	TR001-9-19	TR001	9	19	nat	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-2	9	14	TR001-9-2	TR001	9	2	nat	mat fx	drought	7/30/2010	8/1/2010		8/4/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-20	5	36	TR001-9-20	TR001	9	20	nat	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-21	3	47	TR001-9-21	TR001	9	21	nat	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-22	3	43	TR001-9-22	TR001	9	22	nat	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-23	7	49	TR001-9-23	TR001	9	23	nat	mat fx	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-3	4	18	TR001-9-3	TR001	9	3	nat	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-4	21	10	TR001-9-4	TR001	9	4	nat	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-5	1	21	TR001-9-5	TR001	9	5	nat	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-6	7	20	TR001-9-6	TR001	9	6	nat	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-7	3	38	TR001-9-7	TR001	9	7	nat	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-8	15	20	TR001-9-8	TR001	9	8	nat	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR001-9-9	7	36	TR001-9-9	TR001	9	9	nat	mat fx	control							8/9/2010	9/16/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-1	22	29	US001-10-1	US001	10	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-2	5	5	US001-10-2	US001	10	2	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-3	6	40	US001-10-3	US001	10	3	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-4	6	45	US001-10-4	US001	10	4	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-5	7	7	US001-10-5	US001	10	5	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-6	3	16	US001-10-6	US001	10	6	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-7	18	23	US001-10-7	US001	10	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-10-8	4	21	US001-10-8	US001	10	8	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-1-1	16	23	US001-1-1	US001	1	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-11-1	10	5	US001-11-1	US001	11	1	inv	mat fx	flood			8/1/2010	8/9/2010	8/7/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-12-1	10	20	US001-12-1	US001	12	1	inv	mat fx	flood			8/5/2010	8/7/2010	8/5/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-12-2	8	40	US001-12-2	US001	12	2	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-1	19	25	US001-2-1	US001	2	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-2	2	18	US001-2-2	US001	2	2	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-3	11	32	US001-2-3	US001	2	3	inv	mat fx	nut def			8/1/2010				10/13/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-4	20	29	US001-2-4	US001	2	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-5	1	38	US001-2-5	US001	2	5	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-2-6	8	25	US001-2-6	US001	2	6	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-3-1	15	1	US001-3-1	US001	3	1	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-1	23	31	US001-4-1	US001	4	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-10	21	3	US001-4-10	US001	4	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-2	2	3	US001-4-2	US001	4	2	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-3	10	25	US001-4-3	US001	4	3	inv	mat fx	flood			8/1/2010	8/9/2010	8/7/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-4	19	9	US001-4-4	US001	4	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-5	9	7	US001-4-5	US001	4	5	inv	mat fx	drought	7/28/2010	7/30/2010		8/4/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-6	4	1	US001-4-6	US001	4	6	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-7	16	27	US001-4-7	US001	4	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-8	2	14	US001-4-8	US001	4	8	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-4-9	2	23	US001-4-9	US001	4	9	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-5-1	21	36	US001-5-1	US001	5	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-5-2	5	41	US001-5-2	US001	5	2	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-6-1	15	29	US001-6-1	US001	6	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-6-2	21	1	US001-6-2	US001	6	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-6-3	6	20	US001-6-3	US001	6	3	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-6-4	14	50	US001-6-4	US001	6	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-6-5	1	5	US001-6-5	US001	6	5	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-1	5	45	US001-7-1	US001	7	1	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-10	21	25	US001-7-10	US001	7	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-11	22	41	US001-7-11	US001	7	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-2	3	25	US001-7-2	US001	7	2	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-3	15	34	US001-7-3	US001	7	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-4	7	23	US001-7-4	US001	7	4	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-5	1	43	US001-7-5	US001	7	5	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-6	11	29	US001-7-6	US001	7	6	inv	mat fx	nut def			8/7/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-7	8	1	US001-7-7	US001	7	7	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-8	3	1	US001-7-8	US001	7	8	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-7-9	9	3	US001-7-9	US001	7	9	inv	mat fx	drought	7/28/2010	7/30/2010		8/2/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-8-1	3	20	US001-8-1	US001	8	1	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-8-2	11	12	US001-8-2	US001	8	2	inv	mat fx	nut def			8/3/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-8-3	1	34	US001-8-3	US001	8	3	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-1	1	12	US001-9-1	US001	9	1	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-2	18	35	US001-9-2	US001	9	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-3	9	21	US001-9-3	US001	9	3	inv	mat fx	drought	7/28/2010	7/30/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-4	4	14	US001-9-4	US001	9	4	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-5	4	16	US001-9-5	US001	9	5	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-6	4	41	US001-9-6	US001	9	6	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US001-9-7	6	43	US001-9-7	US001	9	7	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-1-1	23	9	US002-1-1	US002	1	1	inv	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-1-2	10	41	US002-1-2	US002	1	2	inv	mat fx	flood			8/1/2010	8/11/2010	8/11/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-2-1	17	10	US002-2-1	US002	2	1	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-2-2	20	23	US002-2-2	US002	2	2	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-2-3	9	27	US002-2-3	US002	2	3	inv	mat fx	drought	7/29/2010	8/2/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-1	15	15	US002-3-1	US002	3	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-10	14	9	US002-3-10	US002	3	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-11	21	38	US002-3-11	US002	3	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-12	16	32	US002-3-12	US002	3	12	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-13	17	38	US002-3-13	US002	3	13	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-14	12	36	US002-3-14	US002	3	14	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-15	13	50	US002-3-15	US002	3	15	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-16	23	47	US002-3-16	US002	3	16	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-17	19	23	US002-3-17	US002	3	17	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-18	11	41	US002-3-18	US002	3	18	inv	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-19	16	16	US002-3-19	US002	3	19	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-2	5	23	US002-3-2	US002	3	2	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-20	22	49	US002-3-20	US002	3	20	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-21	6	38	US002-3-21	US002	3	21	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-22	10	49	US002-3-22	US002	3	22	inv	mat fx	flood			8/1/2010	8/9/2010	8/7/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-23	7	14	US002-3-23	US002	3	23	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-24	6	36	US002-3-24	US002	3	24	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-25	8	5	US002-3-25	US002	3	25	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-26	15	12	US002-3-26	US002	3	26	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-27	12	18	US002-3-27	US002	3	27	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-28	13	15	US002-3-28	US002	3	28	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-3	11	1	US002-3-3	US002	3	3	inv	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-4	13	18	US002-3-4	US002	3	4	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-5	19	27	US002-3-5	US002	3	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-6	8	45	US002-3-6	US002	3	6	inv	mat fx	cut							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-7	21	18	US002-3-7	US002	3	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-8	22	27	US002-3-8	US002	3	8	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-3-9	12	47	US002-3-9	US002	3	9	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
